ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wp_page_template,Meta: fb_product_item_id,Meta: fb_visibility,Meta: _wc_facebook_sync_enabled,Meta: fb_product_description,Meta: _wc_facebook_product_image_source,Meta: fb_product_image,Meta: fb_product_price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _yoast_wpseo_primary_product_cat,Meta: _yith_wcbm_badge_from_date,Meta: _yith_wcbm_badge_to_date,Meta: fb_product_group_id,Meta: _wc_facebook_commerce_enabled,Meta: _yith_wcbm_badge_schedule,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_indexnow_last_ping,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_fb_product_set,Meta: _yoast_wpseo_primary_product_brand,Meta: _wp_old_date,Meta: _yoast_wpseo_opengraph-title,Meta: _yoast_wpseo_opengraph-description,Meta: _yoast_wpseo_opengraph-image,Meta: _yoast_wpseo_opengraph-image-id,Meta: _yoast_wpseo_metadesc,Meta: _yoast_wpseo_twitter-description,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: fb_rich_text_description,Meta: fb_brand,Meta: fb_mpn,Meta: fb_size,Meta: fb_color,Meta: fb_material,Meta: fb_pattern,Meta: fb_age_group,Meta: fb_gender,Meta: fb_product_condition,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Meta: _wp_desired_post_slug,Meta: yith_wcbm_badge_options_schedule,Meta: yith_wcbm_badge_options_security,Meta: yith_wcbm_badge_options_schedule_from,Meta: yith_wcbm_badge_options_schedule_to,Attribute 4 default,Meta: _oembed_3a1aea8bf90fd50d4b2f46b28e4c9756,Meta: _oembed_ccf759f70b721a0ed28e9a480edbf902,Meta: _oembed_8a7f2ecc928babb54b1fe347cdd1a103,Meta: _oembed_time_8a7f2ecc928babb54b1fe347cdd1a103,Meta: __is_newly_created_product,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global
54930,simple,,,Danish Brazilian Rosewood Gate Leg Dining Table by Kurt Østervig,1,0,visible,Danish Brazilian Rosewood Gate Leg Dining Table by Kurt Østervig. Price includes restoration. Dining Chairs available separately.,,,,taxable,,1,1,1,0,0,,,,,0,,,11800,"Tables > Dining tables, Designers > Kurt Østervig, Tables",,,"https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-37-26-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-43-17-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-40-37-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-36-15-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-34-41-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-42-56-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-34-30-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-34-17-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-33-14-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-40-26-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-37-26-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-32-57-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-42-02-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-41-56-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-37-45-PM.jpg",,,,,,,,,0,,Designer,Kurt Ostervig,1,1,default,,yes,no,,product,,210,Country,Denmark,1,1,Materials,Brazilian Rosewood,1,1,Dimensions,725mm - 1950mm L x 1355mm W x 720mm H,1,0,Year,1960's,1,1,,,,,,[],"[""""]",2877,20/12/2024,25/12/2024,,no,1,1,1737331007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54956,simple,,,Danish Brazilian Rosewood and Elm Dining Chairs with Kvadrat Divina wool upholstery. Set of 4. Priced individually,1,0,visible,Sold as a Set of 4 Danish Brazilian Rosewood and Elm Dining Chairs with Kvadrat Divina wool upholstery.,,,,taxable,,1,4,,0,0,,,,,0,,,675,"Chairs, Consignment, Chairs > Dining chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-46-22-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-47-19-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-48-08-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-47-23-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-47-41-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-46-17-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-47-56-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-47-36-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-45-35-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-46-35-PM.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-16-12-2024-3-40-26-PM.jpg",,,,,,,,,0,,Country,Denmark,1,1,default,8.97176E+15,yes,yes,,product,,,Year,1960s,1,1,Materials,"Brazilian Rosewood, Elm, Wool",1,1,,,,,,,,,,,,,,[],"[""""]",651,20/12/2024,25/12/2024,8.97176E+15,no,1,1,1737330726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55004,simple,CS-06,,1960s Italian Floor Lamp with Adjustable Arms by Goffredo Reggiani,1,0,visible,1960s Reggiani Floor Lamp with pivoting arms and alternating light switch.,,,,taxable,,1,1,,0,0,,,,,0,,,6950,"Consignment, Lighting > Floor lights, Designers > Goffredo Reggiani, Lighting",,,"https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-22-16-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-23-33-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-24-58-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-22-37-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-24-39-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-24-51-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-24-17-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-25-21-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2024/12/Photo-21-12-2024-10-23-58-am.jpg",,,,,,,,,0,,Country,Italy,1,1,default,2.81851E+16,yes,yes,,product,,,Materials,Chrome,1,1,Year,1960's,1,1,Dimensions,2050mm H x 1500mm D,1,0,,,,,,,,,,[],"[""""]",583,20/12/2024,25/12/2024,2.81851E+16,no,1,1,1737330631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55017,simple,,,Brown Leather Pacific Green Cayenne Sofa,1,0,visible,"Brown Leather Pacific Green Cayenne Sofa. New leather on seat cushion.
\n
\n&nbsp;",,,,taxable,,1,1,1,0,0,,,,,0,,,5650,"Sofas > 2-4 Seater sofas, Sofas",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-33-44-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-30-17-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-38-48-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-34-25-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-38-22-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-34-19-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-34-07-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-34-47-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-38-11-pm.jpg",,,,,,,,,0,,Producer,Pacific Green,1,1,default,9.10824E+15,yes,yes,,product,,210,Country,Australia,1,1,Materials,"Brown leather, Palm Wood",1,1,Dimensions,2040mm L x 800mm D x 820mm H. Seat Height 400mm,1,0,,,,,,,,,,[],"[""""]",706,6/01/2025,6/02/2025,9.10824E+15,no,1,1,1739153039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55028,simple,,,Newly reupholstered 1950s Australian Wingback Lounge Chair. Pair available,1,0,visible,"1950s Australian Wingback Lounge Chair. Newly reupholstered with inverted colourway patterns on each chair. Consignment items that can be purchased by calling the Vampt showroom.
\n
\nChairs are $1,250 each or $2,000 for the pair.",,,,taxable,,1,2,,0,0,,,,,0,,,,"Chairs, Consignment, Chairs > Lounge chairs, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-24-11-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-25-13-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-25-26-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-6-1-2025-12-24-27-pm.jpg",,,,,,,,,0,,Country,Australia,1,0,default,9.4002E+15,yes,yes,,product,,,Year,1950s,1,1,,,,,,,,,,,,,,,,,,[],"[""""]",554,6/01/2025,6/02/2025,9.4002E+15,no,1,1,1739152984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55055,simple,CS-06-1,,1960s Italian Chrome-plated Metal and Glass Tower Floor Lamp,1,0,visible,Floor lamp in chrome-plated metal and two-tone glass tubes.,,,,taxable,,1,1,,0,0,,,,,0,,,8450,"Consignment, Lighting > Floor lights, Designers > Goffredo Reggiani, Lighting",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/2023-04-24-13.34.21.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/2023-04-24-13.33.51-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/2023-04-24-13.33.35-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/2023-04-24-13.33.27-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/2023-04-24-13.33.17-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/2023-04-24-13.33.08.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/2023-04-24-13.32.56-scaled.jpg",,,,,,,,,0,,Country,Italy,1,1,default,2.84311E+16,yes,yes,,product,,,Materials,"Chrome, Glass",1,1,Year,1960's,1,1,Dimensions,1370mm H x 330mm D,1,0,,,,,,,,,,[],"[""""]",583,9/01/2025,27/02/2025,2.84311E+16,no,1,1,1740712776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55063,simple,6-247,,1970s Large Space Age Floor Lamp - fibreglass,1,0,visible,"Large White Fiberglass Floor Lamp, Spage Age. Out on styling job",,,,taxable,,1,1,,0,0,,,,,0,,,3300,"Lighting > Floor lights, Designers > Goffredo Reggiani, Lighting",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3630-scaled-e1736385231262.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3637-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3636-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3635-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3634-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3633-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3632-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/IMG_3631-scaled.jpg",,,,,,,,,0,,Materials,Fibreglass,1,1,default,8.94271E+15,yes,yes,,product,,,Year,1970's,1,1,Dimensions,165cm H x 110cm D x 43cm W,1,0,,,,,,,,,,,,,,[],"[""""]",583,9/01/2025,27/02/2025,8.94271E+15,no,1,1,1742432392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55074,simple,,,1940s Swedish Drinks Trolley with handpainted tiled top,1,0,visible,"A gorgeous original 1940s Swedish Drinks Trolley with hand painted and signed tiled seascape top by Britta Gerbert.
\n
\nThis trolley is from the collection of Birgitta Sharpe &amp; The Late Professor Eric Sharpe, an international authority on world religions, an author, radio host &amp; University of Sydney Professor of Religious Studies. Birgitta is a former presenter on 2EA and SBS Radio, chancery officer at the Swedish Consulate General and an independent translator.
\n
\nThis is a consignment piece that can be purchased by calling the Surry Hills showroom on 02 9699 1089",,,,taxable,,0,0,1,0,0,,,,,0,,,,"Bars, Consignment, New, Storage > Other storage, Tables > Other tables, Tables > Side tables, Storage, Tables",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-10-1-2025-9-53-12-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-10-1-2025-9-54-05-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-10-1-2025-9-55-24-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-10-1-2025-9-53-12-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-10-1-2025-9-52-47-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-10-1-2025-9-52-39-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-10-1-2025-9-53-38-am.jpg",,,,,,,,,0,,Country,Sweden,1,1,default,8.32147E+15,yes,yes,,product,,210,Materials,"Beech (frame), Ceramic Tiles",1,1,Dimensions,830mm L x 510mm D x 580mm H,1,0,,,,,,,,,,,,,,[],"[""""]",2615,10/01/2025,10/02/2025,8.32147E+15,no,0,1,1736656564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55083,simple,,,Danish Kai Kristiansen Brazilian Rosewood 2 Bay FM System,1,0,visible,Kai Kristiansen 2 bay Danish FM System in Brazilian Rosewood. Accessories not included.,,,,taxable,,0,0,,0,0,,,,,0,,,4650,"Storage > Cabinet, Storage > Other storage, Storage > Shelving, Storage > Sideboard, Storage",,,https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-11-1-2025-10-14-08-am.jpg,,,,,,,,,0,,Country,Denmark,1,1,default,9.1595E+15,yes,yes,,product,,,Materials,Brazilian Rosewood,1,1,Dimensions,1750mm W X 465mm D x 2380mm H,1,0,Year,1960s,1,1,,,,,,,,,,[],"[""""]",910,11/01/2025,11/02/2025,9.1595E+15,no,1,1,1743302220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55092,simple,SYS292,,Onda Bench by Jorge Zalszupin. Brazil. Eternity Design Collections,1,0,visible,Onda Bench by Jorge Zalszupin. Moulded Brazilian rosewood. POA,,,,taxable,,1,1,1,0,0,,,,,0,,,,"Chairs > Bench, Chairs, Consignment, Eternity Design Collection, Designers > Jorge Zalszupin, Chairs > Other",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-3-04-35-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-3-03-01-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-3-04-10-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-3-03-19-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-3-03-46-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-3-02-16-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-3-02-39-pm.jpg",,,,,,,,,0,,Designer,Jorge Zalszupin,1,1,default,,yes,no,,product,,210,Country,Brazil,1,1,Materials,"Brazilian Rosewood, chrome and leather",1,1,Dimensions,3010mm L x 530mm D x 400mm H,1,0,,,,,,,,,,[],"[""""]",554,18/01/2025,18/02/2025,,no,1,1,1740195189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55100,simple,SYS397,,Restored Brazilian Rosewood Costela Chairs by Martin Eisler & Carlo Hauner. Brazil. Eternity Design Collections. Pair available. Priced individually.,1,0,visible,"Restored Brazilian Rosewood Costela Chairs. Pair available, priced individually.
\n
\nHauner and Eisler’s designs are characterized by the use of Brazilian woods, thin tubular frames and range from furniture, to ceramics and textiles. Some of their most famous designs are the concha / haia chair (in English often referred to as ‘shell’ chair) and the ‘Costela’ lounge chair.
\n
\nON HOLD",,,,taxable,,1,2,1,0,0,,,,,0,,,,"Chairs, Consignment, Eternity Design Collection, Chairs > Lounge chairs, Designers > Martin Eisler and Carlo Hauner, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-16-1-2025-1-23-03-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-16-1-2025-1-23-21-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-16-1-2025-1-26-20-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-16-1-2025-1-23-11-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-16-1-2025-1-25-58-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-16-1-2025-1-24-26-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-16-1-2025-1-26-11-pm.jpg",,,,,,,,,0,,Designer,Martin Eisler and Carlo Hauner,1,1,default,,yes,no,,product,,210,Country,Brazil,1,1,Year,1950s,1,1,Materials,"Brazilian Rosewood, iron frame, wool upholstery",1,1,Dimensions,840mm(D) x 700mm(W) x 750mm(H),1,0,,,,,,[],"[""""]",2616,18/01/2025,18/02/2025,,no,1,1,1744167311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55108,simple,SYS48,,Original Brazilian Rosewood Costela Chairs by Martin Eisler & Carlo Hauner. Brazil. Eternity Design Collections. Pair available. Priced individually.,1,0,visible,"Original Brazilian Rosewood Costela Chairs. Pair available, priced individually.
\n
\nHauner and Eisler’s designs are characterized by the use of Brazilian woods, thin tubular frames and range from furniture, to ceramics and textiles. Some of their most famous designs are the concha / haia chair (in English often referred to as ‘shell’ chair) and the ‘Costela’ lounge chair.",,,,taxable,,1,2,1,0,0,,,,,0,,,14200,"Chairs, Consignment, Eternity Design Collection, Chairs > Lounge chairs, Designers > Martin Eisler and Carlo Hauner, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-23-16-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-21-45-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-28-33-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-28-02-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-23-29-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-25-16-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-25-29-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-25-21-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-23-16-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-24-42-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-17-1-2025-1-21-56-pm.jpg",,,,,,,,,0,,Designer,Martin Eisler and Carlo Hauner,1,1,default,,yes,no,,product,,210,Country,Brazil,1,1,Year,1950s,1,1,Materials,"Brazilian Rosewood, iron frame, Original upholstery",1,1,,,,,,,,,,[],"[""""]",2616,18/01/2025,18/02/2025,,no,1,1,1740195013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55203,simple,SYS394,,Onda Bench in Caviuna by Jorge Zalszupin. Brazil. Eternity Design Collections,1,0,visible,Rare first edition Onda Bench in Moulded Caviuna by Jorge Zalszupin. POA,,,,taxable,,1,1,1,0,0,,,,,0,,,,"Chairs > Bench, Chairs, Consignment, Eternity Design Collection, Designers > Jorge Zalszupin, Chairs > Other",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-09-09-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-10-22-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-10-09-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-09-37-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-09-25-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-10-30-pm.jpg",,,,,,,,,0,,Designer,Jorge Zalszupin,1,1,default,,yes,no,,product,,210,Country,Brazil,1,1,Materials,Caviuna Wood,1,1,Dimensions,3070mm L x 550mm D x 350mm H,1,0,,,,,,,,,,[],"[""""]",554,18/01/2025,18/02/2025,,no,1,1,1740183407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55210,simple,SYS92,,Wicker and Iron Chair by Carlo Hauner. Brazil. Eternity Design Collections.,1,0,visible,"Wicker and Iron Chair by Carlo Hauner. Other Eisler and Hauner Chairs also available.
\n
\nHauner and Eisler’s designs are characterized by the use of Brazilian woods, thin tubular frames and range from furniture, to ceramics and textiles. Some of their most famous designs are the concha / haia chair (in English often referred to as ‘shell’ chair) and the ‘Costela’ lounge chair.",,,,taxable,,1,1,1,0,0,,,,,0,,,7800,"Chairs, Consignment, Eternity Design Collection, Chairs > Lounge chairs, Designers > Martin Eisler and Carlo Hauner, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-14-11-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-14-39-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-21-31-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-22-04-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-13-54-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-22-31-pm.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/Photo-18-1-2025-2-14-33-pm.jpg",,,,,,,,,0,,Designer,Carlo Hauner,1,1,default,,yes,no,,product,,210,Country,Brazil,1,1,Year,1950s,1,1,Materials,"iron frame, Wicker",1,1,,,,,,,,,,[],"[""""]",2616,18/01/2025,18/02/2025,,no,1,1,1740183346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55221,simple,SYS47,,Midcentury Lounge Chair by Giuseppe Scapinelli. Pair available. Eternity Collections.,1,0,visible,"Midcentury Lounge Chair. Pair available, priced individually.
\n
\n&nbsp;",,,,taxable,,1,2,1,0,0,,,,,0,,,6850,"Chairs, Consignment, Eternity Design Collection, Chairs > Lounge chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-8.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-9.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-7.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2025/01/SYS47-Scapinelli-1.jpg",,,,,,,,,0,,Designer,Giuseppe Scapinelli,1,1,default,,yes,no,,product,,210,Country,Brazil,1,1,Materials,Timber & fabric,1,1,,,,,,,,,,,,,,[],"[""""]",2462,19/01/2025,19/02/2025,,no,1,1,1740183275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
